Date;TIME;Pts_01;Pts_02;Pts_03;Pts_04;Pts_05;Pts_06;Pts_07;Pts_08;Pts_09;Pts_10;Pts_11;Pt_12;Pt_13
06-06-2017;04:05:00;7.84;16.33;-30.67;-101.59;-3.81;-13.98;-1.15;-24.09;-16.98;-17.89;-26.45;-12.59;-24.57
06-06-2017;11:59:00;8.14;16.42;-30.48;-100.78;-4.34;-14.39;-1.68;-24.71;-17.32;-16.55;-26.64;-12.65;-24.58
06-06-2017;19:54:00;9.14;16.54;-30.89;-101.75;-4.42;-13.53;-0.08;-23.30;-16.05;-17.11;-25.16;-12.01;-23.52
07-06-2017;03:56:00;9.57;16.43;-30.92;-102.19;-4.90;-13.02;0.33;-22.87;-15.91;-16.96;-24.94;-11.85;-23.24
07-06-2017;11:58:00;9.51;16.45;-30.97;-102.29;-5.01;-13.22;-0.02;-23.18;-16.24;-17.06;-24.86;-11.89;-23.22
07-06-2017;20:01:00;9.42;16.68;-31.14;-102.89;-5.09;-13.12;0.44;-22.78;-16.01;-16.92;-25.20;-11.96;-23.44
08-06-2017;04:03:00;9.50;16.52;-31.42;-102.86;-4.92;-13.19;0.48;-22.64;-15.97;-17.03;-25.55;-12.33;-23.68
08-06-2017;11:58:00;9.68;16.50;-31.60;-102.56;-5.36;-13.22;0.29;-22.67;-15.97;-16.85;-25.53;-12.39;-23.78
08-06-2017;19:52:00;9.07;16.54;-31.80;-102.13;-4.86;-13.26;0.07;-22.96;-16.01;-17.32;-25.59;-12.45;-23.86
09-06-2017;03:55:00;7.88;16.13;-31.63;-101.03;-4.20;-14.02;-0.74;-23.86;-16.80;-17.89;-25.90;-13.05;-24.07
09-06-2017;11:57:00;9.06;16.27;-31.66;-101.39;-5.40;-14.01;-0.24;-23.51;-16.79;-16.70;-25.68;-12.50;-23.70
09-06-2017;20:00:00;6.84;16.67;-31.80;-99.99;-4.31;-13.77;-0.42;-23.36;-16.58;-18.02;-25.94;-12.63;-24.30
10-06-2017;04:02:00;6.54;16.81;-31.75;-101.08;-3.68;-13.65;-0.42;-23.54;-16.44;-17.93;-26.10;-12.53;-24.33
10-06-2017;12:04:00;7.87;16.73;-31.87;-101.27;-5.31;-13.80;-0.69;-23.77;-16.67;-15.99;-25.99;-12.58;-24.02
10-06-2017;19:59:00;7.29;16.49;-32.06;-99.42;-3.12;-14.00;-0.99;-23.51;-16.60;-18.19;-25.75;-12.64;-24.22
11-06-2017;03:53:00;7.95;16.48;-31.92;-100.22;-3.59;-13.83;-0.95;-23.40;-16.47;-18.03;-25.51;-12.17;-23.65
11-06-2017;11:56:00;8.35;16.43;-32.00;-99.36;-4.42;-13.99;-1.34;-23.92;-17.20;-16.66;-26.22;-12.73;-24.39
11-06-2017;19:58:00;7.78;17.01;-32.66;-100.03;-4.33;-13.51;-0.41;-23.10;-16.16;-17.37;-25.85;-12.52;-23.98
12-06-2017;04:01:00;7.89;16.62;-32.49;-100.39;-4.43;-13.73;-0.76;-23.22;-16.36;-17.11;-26.01;-12.47;-24.36
12-06-2017;12:03:00;9.04;16.39;-32.49;-101.00;-5.59;-13.79;-1.01;-23.20;-16.65;-15.85;-25.92;-12.58;-24.35
12-06-2017;20:05:00;8.13;16.66;-33.02;-100.06;-4.61;-13.53;-0.76;-22.79;-16.24;-17.52;-25.67;-12.50;-24.17
13-06-2017;04:00:00;8.70;16.97;-33.64;-101.16;-5.34;-13.45;-0.44;-22.52;-15.94;-16.64;-25.78;-12.55;-24.33
13-06-2017;11:54:00;8.96;16.57;-33.50;-101.27;-5.57;-13.68;-0.53;-22.91;-16.42;-16.40;-26.25;-13.01;-24.69
13-06-2017;19:57:00;7.74;16.73;-33.64;-100.95;-4.00;-13.98;-1.10;-23.01;-16.42;-17.48;-26.37;-13.24;-24.69
14-06-2017;03:59:00;7.18;16.45;-33.61;-100.72;-4.05;-13.89;-1.16;-22.94;-16.50;-17.31;-26.30;-13.17;-24.67
14-06-2017;12:01:00;9.56;16.47;-33.54;-101.14;-5.31;-13.87;-0.89;-23.06;-16.59;-16.54;-26.15;-12.69;-24.32
14-06-2017;20:04:00;8.78;16.70;-33.92;-101.65;-4.78;-13.71;-1.00;-22.98;-16.43;-17.32;-26.17;-12.46;-24.50
15-06-2017;03:58:00;8.63;16.67;-33.77;-101.37;-4.45;-13.41;-0.75;-22.64;-16.23;-17.30;-25.90;-12.26;-24.10
15-06-2017;11:53:00;8.54;16.56;-33.54;-101.18;-5.13;-13.28;-0.75;-22.81;-16.85;-16.20;-25.95;-12.37;-23.74
15-06-2017;19:55:00;7.80;16.86;-33.84;-100.73;-4.20;-13.46;-0.97;-22.67;-16.37;-17.45;-26.04;-12.35;-23.74
16-06-2017;03:57:00;6.14;16.47;-33.64;-98.95;-3.04;-14.04;-2.10;-23.51;-16.85;-18.39;-26.78;-12.58;-24.56
16-06-2017;12:00:00;7.99;16.59;-33.65;-99.75;-4.75;-13.62;-1.24;-23.22;-16.89;-16.14;-26.62;-12.39;-24.24
16-06-2017;20:02:00;8.59;16.79;-34.43;-101.62;-4.43;-12.89;-0.17;-22.08;-15.85;-17.11;-26.20;-12.01;-23.56
17-06-2017;04:05:00;7.83;16.72;-34.49;-101.34;-4.31;-13.26;-0.95;-22.39;-15.99;-17.13;-26.62;-12.28;-23.85
17-06-2017;11:59:00;9.11;16.93;-34.64;-102.38;-5.22;-13.05;-0.85;-22.17;-16.16;-16.27;-26.47;-12.09;-23.91
17-06-2017;19:54:00;7.78;16.86;-34.71;-101.42;-4.37;-13.52;-1.45;-22.49;-16.17;-17.01;-26.72;-12.25;-24.34
18-06-2017;03:56:00;9.08;16.73;-34.89;-101.58;-4.79;-13.13;-0.63;-22.05;-15.92;-16.86;-26.18;-11.38;-24.03
18-06-2017;11:59:00;9.83;16.78;-34.96;-101.48;-5.73;-12.86;-0.34;-21.97;-15.63;-16.87;-26.30;-11.36;-24.18
18-06-2017;20:01:00;9.71;16.70;-34.88;-102.13;-6.10;-12.89;-0.21;-21.81;-15.58;-16.63;-25.70;-10.71;-23.89
19-06-2017;04:03:00;9.84;16.79;-35.00;-102.20;-5.92;-12.78;-0.41;-21.84;-15.52;-16.84;-25.96;-10.69;-24.01
19-06-2017;11:58:00;9.43;16.82;-35.08;-102.19;-5.65;-13.12;-1.04;-22.50;-15.80;-16.84;-26.16;-10.53;-24.11
19-06-2017;19:52:00;8.89;16.63;-34.91;-100.82;-4.61;-13.29;-1.63;-22.52;-16.11;-17.13;-26.42;-10.84;-24.11
20-06-2017;03:55:00;9.81;16.77;-35.21;-102.07;-5.24;-12.79;-1.10;-21.66;-15.41;-16.70;-25.60;-9.94;-23.51
20-06-2017;11:57:00;9.62;16.86;-35.10;-102.03;-6.14;-12.82;-1.42;-21.85;-15.59;-16.69;-25.07;-9.76;-22.95
20-06-2017;20:00:00;9.87;16.81;-35.40;-102.03;-6.02;-12.87;-1.17;-21.80;-15.60;-16.83;-25.07;-9.83;-23.25
21-06-2017;04:02:00;9.96;16.80;-35.70;-102.69;-5.76;-12.78;-0.58;-21.72;-15.57;-16.88;-25.06;-9.97;-23.47
21-06-2017;12:04:00;10.69;16.45;-35.33;-101.87;-5.62;-13.07;-1.00;-22.51;-16.21;-16.80;-25.21;-10.17;-23.85
21-06-2017;19:58:00;10.22;16.81;-35.39;-100.71;-5.31;-13.11;-0.76;-22.24;-16.01;-16.81;-25.19;-10.16;-24.01
22-06-2017;03:53:00;9.19;16.56;-34.95;-100.21;-5.12;-13.47;-1.71;-22.78;-16.45;-17.28;-25.59;-9.99;-24.55
22-06-2017;11:56:00;9.44;16.68;-34.76;-100.98;-5.15;-13.85;-2.79;-23.18;-16.95;-16.04;-26.53;-10.54;-25.23
22-06-2017;19:58:00;10.04;16.59;-35.20;-100.84;-4.63;-13.57;-2.44;-22.84;-16.52;-16.94;-25.70;-10.09;-24.59
23-06-2017;04:01:00;9.80;16.70;-35.33;-101.44;-4.36;-13.52;-1.78;-22.78;-16.47;-17.11;-25.68;-9.80;-24.50
23-06-2017;12:03:00;8.95;16.80;-35.04;-100.76;-3.86;-14.06;-2.93;-23.57;-16.63;-17.21;-26.51;-10.19;-25.31
23-06-2017;20:05:00;10.16;17.15;-35.86;-101.08;-4.11;-13.40;-2.24;-22.63;-15.94;-16.91;-26.15;-9.70;-25.18
24-06-2017;04:00:00;11.32;17.01;-35.99;-101.67;-5.65;-12.90;-1.56;-22.02;-15.46;-16.46;-25.72;-9.28;-24.67
24-06-2017;11:54:00;11.66;16.98;-36.20;-102.71;-5.23;-12.85;-1.55;-21.95;-15.60;-16.57;-25.64;-9.42;-24.73
24-06-2017;19:57:00;11.47;16.71;-36.10;-103.01;-5.13;-13.04;-1.86;-22.23;-15.81;-16.93;-25.63;-8.90;-24.75
25-06-2017;03:59:00;11.19;16.67;-35.84;-102.21;-4.64;-13.30;-2.23;-22.49;-15.99;-16.96;-26.03;-9.20;-24.99
25-06-2017;12:02:00;11.80;16.70;-35.92;-103.11;-5.87;-13.24;-2.21;-22.49;-16.07;-15.91;-25.67;-8.99;-24.93
25-06-2017;20:04:00;10.71;16.58;-36.11;-103.38;-4.77;-13.12;-1.66;-22.51;-16.04;-17.25;-25.63;-8.54;-25.13
26-06-2017;03:58:00;10.71;16.68;-36.07;-102.58;-4.66;-13.32;-1.87;-22.78;-16.12;-16.82;-26.07;-8.63;-25.21
26-06-2017;11:53:00;11.57;16.36;-35.86;-102.34;-5.57;-12.99;-1.16;-22.44;-15.98;-16.65;-25.88;-8.68;-25.21
26-06-2017;19:55:00;11.27;16.69;-36.34;-102.97;-5.00;-12.86;-1.38;-22.19;-15.90;-16.74;-25.69;-8.87;-25.70
27-06-2017;03:58:00;10.77;16.86;-36.50;-103.04;-4.60;-12.94;-1.57;-22.37;-15.77;-16.89;-26.08;-9.14;-25.76
27-06-2017;12:00:00;11.34;16.28;-36.14;-102.01;-4.59;-12.91;-1.66;-22.50;-16.22;-16.98;-26.39;-8.90;-25.65
27-06-2017;20:02:00;10.90;16.73;-36.58;-102.82;-4.41;-12.95;-1.60;-22.17;-15.85;-17.17;-26.54;-9.01;-25.86
28-06-2017;04:05:00;9.71;16.56;-36.43;-102.98;-3.82;-13.31;-1.65;-22.87;-16.08;-17.49;-27.16;-9.69;-26.17
28-06-2017;11:59:00;10.10;16.50;-36.44;-102.09;-4.90;-13.96;-2.31;-23.56;-17.15;-16.61;-28.20;-10.12;-26.89
28-06-2017;19:54:00;10.20;16.85;-36.86;-103.59;-4.57;-13.32;-1.36;-22.32;-16.46;-17.12;-27.42;-9.78;-26.26
29-06-2017;03:56:00;9.35;16.99;-36.96;-103.65;-3.88;-13.27;-1.34;-22.31;-16.13;-17.41;-27.65;-9.62;-26.34
29-06-2017;11:59:00;10.23;16.79;-37.12;-103.51;-4.49;-12.87;-1.00;-21.76;-15.90;-16.86;-26.98;-9.15;-25.78
29-06-2017;20:01:00;10.36;16.84;-37.19;-105.21;-3.74;-12.89;-0.85;-21.54;-15.85;-16.89;-27.10;-9.20;-25.97
30-06-2017;04:03:00;10.02;16.64;-37.19;-105.33;-2.96;-13.04;-1.00;-21.62;-15.98;-17.13;-27.19;-9.14;-26.10
30-06-2017;12:05:00;10.95;16.52;-36.92;-105.59;-3.67;-12.77;-1.05;-21.40;-15.95;-17.07;-26.65;-8.69;-25.63
30-06-2017;20:00:00;9.88;16.46;-37.03;-105.44;-3.19;-13.13;-1.22;-22.01;-16.23;-17.40;-26.82;-9.01;-25.79
01-07-2017;03:54:00;9.22;16.54;-37.07;-105.10;-2.66;-13.53;-2.11;-22.37;-16.41;-17.55;-27.21;-9.61;-26.05
01-07-2017;11:57:00;7.90;16.61;-36.00;-105.84;-1.60;-14.73;-3.46;-24.01;-17.97;-16.89;-27.55;-9.54;-26.29
01-07-2017;19:59:00;8.93;16.40;-37.66;-105.24;-2.50;-13.54;-2.11;-22.57;-16.53;-17.67;-27.47;-9.64;-26.48
02-07-2017;04:02:00;9.65;16.45;-37.70;-105.99;-3.21;-13.17;-1.33;-22.17;-15.88;-16.91;-27.20;-9.29;-26.13
02-07-2017;12:04:00;9.21;16.66;-37.82;-105.53;-2.94;-13.41;-1.66;-22.42;-16.08;-17.07;-27.52;-9.55;-26.38
02-07-2017;19:58:00;9.78;16.68;-37.68;-105.33;-2.98;-13.04;-1.88;-22.07;-15.94;-16.91;-27.30;-9.70;-26.12
03-07-2017;03:53:00;10.04;16.54;-37.83;-105.87;-3.07;-12.88;-2.06;-21.94;-15.83;-16.94;-27.32;-9.66;-26.05
03-07-2017;11:55:00;9.35;16.00;-37.32;-105.31;-3.57;-13.02;-1.76;-22.23;-16.18;-16.92;-27.51;-9.33;-26.12
03-07-2017;19:58:00;9.44;16.24;-37.59;-105.08;-3.03;-13.06;-2.10;-22.04;-16.07;-17.08;-27.65;-9.54;-26.47
04-07-2017;04:00:00;8.51;16.13;-37.56;-104.58;-2.65;-13.31;-2.63;-22.50;-16.22;-17.13;-27.65;-9.84;-26.56
04-07-2017;12:02:00;9.23;15.96;-37.33;-104.66;-3.05;-13.23;-2.51;-22.50;-16.44;-17.12;-27.74;-9.69;-26.54
04-07-2017;20:05:00;9.35;16.54;-37.94;-105.36;-3.01;-12.93;-2.16;-21.91;-15.86;-16.93;-27.32;-9.62;-26.36
05-07-2017;03:59:00;8.61;16.48;-38.20;-104.70;-3.00;-13.15;-1.61;-22.27;-15.95;-17.04;-27.83;-9.84;-26.80
05-07-2017;11:54:00;9.73;15.91;-37.94;-103.29;-2.68;-13.40;-2.42;-22.87;-16.89;-17.04;-28.19;-10.09;-26.99
05-07-2017;19:56:00;9.35;16.67;-38.42;-104.27;-2.70;-12.97;-1.92;-22.11;-15.83;-17.47;-27.39;-9.56;-26.15
06-07-2017;03:59:00;8.58;16.48;-38.24;-103.92;-2.55;-13.41;-2.05;-22.57;-16.19;-17.58;-27.57;-9.55;-26.38
06-07-2017;12:01:00;7.09;16.40;-38.11;-102.43;-2.85;-14.66;-3.19;-24.26;-17.41;-16.75;-28.81;-10.61;-27.20
06-07-2017;20:03:00;7.84;16.20;-38.19;-103.49;-2.01;-13.71;-2.26;-23.03;-16.54;-18.16;-28.14;-10.17;-26.77
07-07-2017;04:06:00;8.29;16.31;-38.54;-104.01;-3.45;-13.54;-1.82;-23.02;-16.47;-17.16;-28.08;-9.95;-26.82
07-07-2017;12:00:00;8.73;16.37;-38.29;-104.00;-3.60;-14.29;-2.82;-24.22;-17.54;-16.25;-28.27;-10.34;-27.19
07-07-2017;19:55:00;7.93;16.73;-38.81;-105.41;-3.02;-13.18;-1.47;-22.92;-16.31;-17.15;-27.72;-10.11;-26.77
08-07-2017;03:57:00;6.71;16.65;-38.48;-103.43;-1.31;-13.94;-2.54;-23.78;-16.70;-18.14;-28.25;-10.71;-27.18
08-07-2017;11:59:00;7.81;16.07;-38.24;-105.67;-2.39;-13.39;-1.07;-23.31;-16.66;-17.30;-27.61;-9.93;-26.57
08-07-2017;20:02:00;7.19;16.18;-39.07;-106.25;-2.41;-13.27;-0.43;-22.89;-16.10;-17.27;-27.90;-9.85;-26.80
09-07-2017;04:04:00;7.27;16.11;-39.06;-106.16;-2.30;-13.33;-0.52;-22.90;-16.17;-17.38;-27.89;-9.63;-26.59
09-07-2017;11:59:00;7.35;16.25;-38.68;-106.28;-2.27;-13.48;-0.77;-23.34;-16.66;-17.15;-27.86;-9.69;-26.79
09-07-2017;19:53:00;6.39;16.73;-39.05;-105.95;-1.50;-13.74;-1.40;-23.60;-16.50;-18.11;-28.18;-10.23;-27.34
10-07-2017;03:56:00;5.70;16.64;-38.95;-105.19;-1.07;-14.48;-2.64;-24.56;-17.22;-18.00;-28.60;-10.80;-27.96
10-07-2017;11:58:00;6.76;16.48;-38.38;-105.94;-2.04;-14.52;-2.26;-24.34;-17.38;-17.16;-28.02;-10.60;-27.45
10-07-2017;20:00:00;5.94;16.77;-38.68;-106.40;-1.21;-13.61;-1.33;-23.42;-16.40;-18.09;-27.69;-10.10;-27.06
11-07-2017;04:03:00;6.26;16.55;-38.62;-106.51;-1.60;-13.93;-1.61;-23.54;-16.54;-17.58;-27.69;-10.60;-27.14
11-07-2017;12:05:00;6.75;16.28;-38.59;-106.24;-2.86;-13.68;-0.75;-23.66;-17.13;-16.76;-27.69;-10.51;-27.16
11-07-2017;19:59:00;5.15;16.05;-38.75;-106.87;-0.98;-13.68;-1.44;-23.51;-16.40;-17.87;-28.21;-10.15;-27.30
12-07-2017;03:54:00;5.63;16.43;-39.07;-105.95;-1.05;-13.53;-0.82;-23.18;-16.19;-17.84;-28.92;-10.09;-27.49
12-07-2017;11:47:00;6.98;16.16;-38.53;-105.50;-2.85;-13.44;-0.28;-23.07;-16.27;-16.78;-27.78;-9.97;-26.80
12-07-2017;19:58:00;5.60;16.65;-38.96;-105.31;-2.16;-13.45;-0.42;-23.12;-16.25;-17.97;-27.89;-10.37;-27.01
13-07-2017;03:52:00;5.93;16.48;-39.17;-105.72;-1.86;-13.58;-0.55;-23.60;-16.42;-17.96;-28.06;-10.59;-27.08
13-07-2017;11:55:00;7.00;16.13;-39.09;-107.15;-3.02;-13.24;0.33;-23.12;-16.17;-16.88;-27.41;-9.99;-26.50
13-07-2017;19:57:00;6.31;16.47;-39.21;-106.16;-2.27;-13.34;0.27;-23.25;-16.10;-17.91;-27.84;-10.08;-26.63
14-07-2017;03:59:00;6.17;16.42;-39.23;-106.37;-1.87;-13.40;0.11;-23.46;-16.09;-17.86;-27.73;-10.50;-26.70
14-07-2017;12:02:00;6.52;16.04;-39.38;-106.67;-2.71;-13.90;-0.36;-24.05;-16.87;-16.24;-28.36;-10.67;-27.08
14-07-2017;20:04:00;6.39;16.37;-39.74;-106.12;-1.96;-13.39;0.30;-23.48;-16.22;-17.58;-28.03;-10.16;-26.93
15-07-2017;03:59:00;5.54;16.48;-39.77;-104.94;-2.06;-13.76;-0.37;-23.83;-16.59;-17.57;-28.29;-10.79;-27.16
15-07-2017;11:53:00;6.20;16.59;-39.92;-105.75;-3.02;-13.56;-0.16;-23.81;-16.70;-17.48;-28.46;-10.95;-27.30
15-07-2017;19:56:00;6.18;16.68;-40.01;-106.53;-3.28;-13.20;0.64;-23.24;-16.22;-17.51;-28.00;-10.61;-26.94
16-07-2017;03:58:00;5.45;16.68;-40.07;-105.42;-2.15;-13.66;-0.59;-23.37;-16.35;-17.71;-28.13;-11.37;-27.58
16-07-2017;12:00:00;6.93;16.51;-40.08;-106.93;-3.47;-13.08;-0.24;-22.97;-15.96;-17.00;-27.37;-10.84;-26.90
16-07-2017;20:03:00;6.51;16.38;-40.11;-106.91;-3.18;-13.15;-0.05;-23.01;-15.95;-17.12;-27.49;-10.96;-26.79
17-07-2017;04:05:00;5.88;16.58;-39.99;-106.15;-2.18;-13.37;-0.67;-23.52;-16.13;-17.43;-28.01;-11.31;-27.18
17-07-2017;12:00:00;6.62;16.42;-40.00;-106.69;-2.51;-13.00;-0.13;-23.09;-15.81;-17.03;-27.75;-10.93;-26.91
17-07-2017;19:54:00;6.36;16.45;-40.30;-106.84;-2.38;-12.99;-0.25;-23.33;-15.86;-17.25;-27.95;-11.24;-27.15
18-07-2017;03:57:00;5.50;16.33;-40.10;-105.71;-2.23;-13.50;-0.82;-24.02;-16.31;-17.68;-28.59;-11.99;-27.70
18-07-2017;11:59:00;7.07;15.49;-38.89;-106.02;-2.45;-13.58;-0.50;-24.41;-17.14;-17.58;-28.27;-11.29;-27.29
18-07-2017;20:01:00;6.09;16.32;-39.54;-105.48;-1.90;-13.52;-0.04;-23.62;-15.99;-18.02;-28.07;-11.40;-27.32
19-07-2017;04:04:00;6.58;16.25;-40.05;-105.75;-1.96;-13.23;0.18;-23.65;-15.98;-17.67;-27.98;-11.51;-27.30
19-07-2017;11:58:00;7.13;15.99;-40.00;-104.93;-2.92;-12.54;1.54;-23.47;-16.58;-16.78;-28.48;-11.60;-27.50
19-07-2017;19:53:00;6.43;16.16;-39.96;-105.90;-2.73;-13.47;0.31;-23.87;-16.31;-17.95;-27.88;-11.41;-27.29
20-07-2017;03:55:00;5.91;16.09;-39.90;-105.23;-1.98;-13.80;-0.31;-24.35;-16.61;-18.52;-28.46;-12.06;-27.44
20-07-2017;11:57:00;5.58;15.47;-39.69;-104.25;-1.58;-14.85;-1.21;-25.75;-18.04;-17.90;-29.08;-12.29;-28.15
20-07-2017;20:00:00;6.11;16.11;-40.69;-107.41;-3.30;-13.44;0.80;-24.09;-16.31;-17.67;-28.30;-11.62;-27.80
21-07-2017;04:02:00;6.20;16.23;-40.72;-107.32;-3.34;-13.30;1.31;-24.09;-16.11;-17.56;-28.49;-12.08;-27.73
21-07-2017;12:05:00;6.17;16.23;-40.80;-107.40;-3.31;-13.61;0.57;-24.42;-16.50;-17.37;-28.62;-12.09;-27.81
21-07-2017;19:59:00;6.04;16.35;-40.79;-107.41;-3.07;-13.34;1.23;-24.17;-16.23;-17.70;-28.38;-11.87;-27.52
22-07-2017;03:54:00;5.32;16.04;-40.67;-106.33;-3.02;-13.66;0.86;-24.41;-16.54;-17.98;-28.65;-12.23;-27.76
22-07-2017;11:56:00;6.35;16.27;-40.90;-107.76;-3.74;-13.68;0.82;-24.36;-16.77;-17.00;-28.64;-12.43;-27.81
22-07-2017;19:58:00;6.52;16.42;-41.09;-108.34;-3.44;-13.41;0.76;-23.96;-16.30;-17.69;-28.32;-12.08;-27.50
23-07-2017;04:00:00;6.06;15.95;-40.53;-107.11;-3.12;-13.56;0.24;-24.36;-16.35;-18.07;-28.37;-12.15;-27.53
23-07-2017;12:03:00;6.57;15.59;-40.33;-105.89;-3.60;-14.59;-0.25;-25.26;-17.68;-17.76;-29.09;-12.57;-28.01
23-07-2017;20:05:00;5.78;15.77;-41.10;-106.57;-2.61;-14.51;-0.29;-25.05;-17.18;-18.61;-29.24;-12.63;-28.29
24-07-2017;04:00:00;5.02;15.88;-41.00;-106.55;-2.44;-13.76;0.45;-24.65;-16.30;-18.06;-29.17;-12.29;-28.01
24-07-2017;11:54:00;4.67;15.59;-40.27;-106.77;-2.33;-14.57;-0.23;-25.42;-17.48;-17.98;-29.14;-13.37;-28.21
24-07-2017;19:56:00;4.25;15.82;-40.48;-106.84;-1.60;-14.35;-0.47;-25.45;-17.08;-18.83;-28.85;-14.03;-28.25
25-07-2017;03:59:00;4.59;16.01;-40.48;-105.88;-1.40;-14.38;-0.76;-25.41;-17.08;-18.81;-28.81;-13.81;-28.21
25-07-2017;12:01:00;4.18;15.54;-39.70;-105.25;-3.22;-14.49;-0.60;-26.41;-18.40;-16.98;-29.78;-13.94;-28.57
25-07-2017;20:04:00;5.08;15.88;-41.19;-106.67;-2.94;-14.11;0.13;-25.11;-16.69;-18.54;-29.30;-13.82;-28.54
26-07-2017;03:58:00;4.71;15.73;-40.79;-106.29;-2.84;-14.28;-0.01;-25.44;-16.96;-18.48;-29.61;-14.06;-28.66
26-07-2017;11:53:00;5.82;15.25;-40.94;-104.82;-2.85;-14.68;0.35;-26.28;-18.04;-17.87;-30.56;-14.77;-29.68
26-07-2017;19:55:00;4.20;15.45;-40.77;-105.53;-1.83;-14.74;-0.05;-26.17;-17.46;-19.38;-29.84;-14.10;-29.01
27-07-2017;03:57:00;6.51;15.84;-41.06;-108.10;-2.97;-13.92;0.59;-25.09;-16.70;-18.46;-28.86;-13.16;-28.17
27-07-2017;11:59:00;6.42;15.95;-40.98;-108.37;-3.34;-14.18;0.28;-24.99;-17.00;-18.00;-29.11;-13.27;-28.41
27-07-2017;20:02:00;5.03;15.83;-41.11;-106.52;-2.37;-14.50;-0.21;-25.69;-17.32;-19.13;-29.04;-13.76;-28.51
28-07-2017;04:04:00;6.17;16.25;-40.93;-107.75;-2.69;-14.33;-0.14;-25.16;-16.99;-18.76;-28.41;-13.81;-28.15
28-07-2017;11:59:00;8.38;15.89;-40.60;-108.34;-4.56;-14.42;-0.13;-25.19;-17.19;-17.36;-27.71;-14.85;-27.58
28-07-2017;19:53:00;7.08;16.32;-40.98;-107.69;-2.12;-14.66;-0.28;-25.36;-16.90;-19.08;-28.62;-14.94;-28.47
29-07-2017;03:56:00;7.95;16.14;-40.86;-107.01;-2.29;-14.83;-1.48;-25.58;-17.05;-19.07;-28.02;-15.33;-28.10
29-07-2017;11:58:00;8.79;15.32;-40.92;-106.04;-2.63;-15.15;-1.57;-25.96;-17.66;-18.48;-28.69;-15.54;-28.66
29-07-2017;20:00:00;8.25;16.24;-41.28;-106.26;-2.18;-14.57;-1.06;-25.21;-16.76;-19.43;-27.86;-14.56;-28.28
30-07-2017;04:03:00;7.64;15.98;-41.24;-105.59;-2.06;-14.83;-1.18;-25.93;-17.32;-19.14;-28.56;-15.20;-28.78
30-07-2017;12:05:00;10.37;15.62;-41.05;-106.68;-4.28;-14.24;-1.18;-25.27;-17.55;-17.23;-28.40;-14.58;-28.50
30-07-2017;20:00:00;8.93;15.83;-41.36;-105.60;-2.78;-14.60;-1.96;-25.16;-17.12;-19.30;-28.00;-14.20;-28.17
31-07-2017;03:54:00;9.67;16.64;-41.71;-106.77;-4.02;-14.21;-1.80;-24.95;-16.74;-18.41;-27.79;-13.93;-28.28
31-07-2017;12:00:00;9.67;16.34;-41.37;-106.37;-3.38;-14.63;-2.67;-25.26;-16.88;-18.64;-28.14;-14.46;-28.42
31-07-2017;20:00:00;10.27;15.94;-41.64;-106.82;-3.63;-14.23;-2.53;-24.70;-16.44;-18.40;-27.78;-14.20;-28.13
01-08-2017;04:02:00;8.77;16.44;-41.81;-106.27;-3.53;-14.65;-3.35;-25.38;-17.04;-18.86;-28.50;-14.32;-28.54
01-08-2017;12:04:00;9.35;16.20;-41.55;-106.35;-3.46;-14.81;-3.18;-25.46;-17.18;-18.57;-28.60;-14.51;-28.55
01-08-2017;19:59:00;9.32;16.26;-41.60;-106.13;-2.93;-14.57;-3.12;-25.34;-16.96;-19.24;-28.36;-13.68;-28.28
02-08-2017;03:53:00;8.73;16.08;-41.58;-106.26;-3.30;-14.71;-3.54;-25.56;-17.10;-19.49;-28.81;-14.09;-28.69
02-08-2017;11:56:00;9.88;15.94;-41.77;-106.96;-3.67;-14.67;-2.97;-25.46;-17.07;-18.09;-28.69;-14.37;-28.61
02-08-2017;19:58:00;9.42;15.92;-41.53;-105.91;-3.15;-14.68;-2.56;-25.37;-16.95;-19.07;-28.55;-14.53;-28.45
03-08-2017;04:00:00;8.93;15.56;-41.49;-105.66;-3.08;-14.88;-2.69;-25.69;-17.30;-19.51;-28.96;-14.55;-28.75
03-08-2017;12:03:00;10.51;15.51;-41.75;-108.31;-3.80;-14.75;-1.93;-25.58;-17.46;-18.38;-28.54;-14.15;-28.36
03-08-2017;20:05:00;8.31;16.08;-41.76;-106.90;-2.20;-14.77;-2.11;-25.64;-17.21;-19.30;-28.61;-13.22;-28.67
04-08-2017;04:00:00;8.75;15.94;-41.65;-108.32;-2.87;-14.68;-1.86;-25.82;-17.20;-18.67;-28.48;-13.23;-28.73
04-08-2017;11:54:00;9.61;16.03;-41.51;-108.69;-3.58;-14.65;-2.35;-25.79;-17.29;-17.73;-28.46;-13.23;-28.69
04-08-2017;19:56:00;8.05;16.05;-41.30;-108.34;-3.38;-14.74;-2.23;-25.83;-17.33;-18.71;-28.70;-14.30;-28.76
05-08-2017;03:59:00;8.45;16.25;-41.68;-108.79;-3.08;-14.72;-2.63;-25.60;-17.24;-18.91;-28.78;-14.57;-28.90
05-08-2017;12:01:00;8.63;15.82;-41.15;-107.86;-3.63;-15.06;-2.69;-26.94;-18.18;-17.70;-29.39;-14.93;-29.43
05-08-2017;20:03:00;8.24;16.00;-41.90;-107.50;-2.62;-14.80;-2.46;-26.07;-17.31;-19.39;-29.36;-14.72;-29.47
